gene,Atha_WT-Col-0_sl_FLT_Rep1_G1S1,Atha_WT-Col-0_sl_FLT_Rep2_G1S2,Atha_WT-Col-0_sl_FLT_Rep3_G1S3,Atha_WT-Col-0_sl_GC_Rep1_G2S1,Atha_WT-Col-0_sl_GC_Rep2_G2S2,Atha_WT-Col-0_sl_GC_Rep3_G2S3
AT1G43720,0.544774942,1.749145192,2.458347355,1.62847435,0.626689372,0
AT1G43722,0,0,4.093746543,1.628113677,3.132024031,0.566697693
AT1G43730,0,2.622240429,5.733159402,1.628254708,6.891676456,0
AT1G43760,1.100774035,3.451293653,8.092655791,12.98519933,4.35762904,1.701515141
AT1G43765,3.13742113,7.390032877,0.861596764,9.897573197,1.93093269,4.515163323
AT1G43770,30.9624233,47.78299147,45.77707426,43.51943469,48.39657966,47.80881356
AT1G43780,79.02195693,12.12646702,6.497392501,22.74562304,5.613446429,14.17570384
AT1G43790,17.88930176,19.36751913,21.43546472,66.87113378,15.0890804,43.04628891
AT1G43800,16182.37321,27671.53191,36193.30323,35498.55029,6771.646172,19098.22386
AT1G43815,0.970524593,0.780022482,4.027057156,0.725809358,1.683925106,2.381701223
AT1G43850,1316.433049,1180.184688,1148.03073,1626.453527,1281.721789,1517.451629
AT1G43860,808.2498358,672.7409755,714.4862427,815.5551804,736.5917027,831.3305798
AT1G43890,545.2511295,597.8372209,554.5932383,607.1621793,541.6045128,609.417929
AT1G43900,340.0926869,337.8428514,353.3543857,256.8669496,289.7863611,280.0625144
AT1G43910,38.47645277,43.21564465,62.4129593,63.32955412,71.02785107,71.45562401
AT1G43980,23.14163546,11.20060142,15.35562038,30.01769705,14.92978438,20.98730132
AT1G44000,261.5077757,386.1365536,344.8333024,77.248166,185.6132546,180.833648
AT1G44020,2.75782467,10.32496314,8.878912898,17.84239446,11.81142058,7.941835131
AT1G44030,0,10.47975092,17.20454449,3.923866336,13.24927196,3.988840041
AT1G44050,49.64181304,49.9027161,98.47289208,119.2188877,130.5456238,102.1094757
AT1G44080,0.545929118,1.74423885,0,2.441065743,3.12912317,0.566769967
AT1G44090,3.832097991,17.37863627,11.40388218,12.19455081,10.6198352,5.102181228
AT1G44100,603.9539452,655.5701812,608.485206,307.4675418,394.3664955,374.3716008
AT1G44110,110.5947447,85.45296734,89.05146422,75.48370621,80.94312472,93.0137999
AT1G44120,115.8020976,143.3264642,115.7326863,97.78103638,115.6169131,101.5480897
AT1G44125,132.995557,132.716706,157.9867523,114.9050498,145.981803,116.6994158
AT1G44130,10.41586958,16.47948254,25.20870987,32.50436333,25.58937287,26.08098406
AT1G44160,66.96104388,106.5147978,91.75584983,127.5307098,185.2223233,146.2955091
AT1G44170,863.206962,928.2672926,817.7230198,1065.886876,974.8492901,1041.279821
AT1G44180,23.61072703,7.0561259,7.454342169,37.27974204,23.53589972,26.10008866
AT1G44191,4.374270075,19.14693765,36.70928817,52.05009363,36.88601197,26.64189513
AT1G44224,1.63222263,0.876071486,4.924479225,10.58941656,3.763296886,0.566595736
AT1G44318,3.288506737,1.73517955,4.066998529,0.812665604,1.872658374,2.267868681
AT1G44350,326.9217237,521.7363704,456.3169038,472.8960799,407.9315436,413.52613
AT1G44414,10.77836208,9.760663178,8.304812821,7.353075653,8.204732087,9.05733817
AT1G44446,349.5841088,500.6122377,527.1452029,234.3868193,399.6900266,306.9530506
AT1G44542,12.60975503,13.00866229,17.0751013,18.68950124,12.48193051,15.87549896
AT1G44575,4315.976515,5248.862515,5171.697525,1794.167682,3256.167833,2254.84522
AT1G44608,59.97229694,103.0920152,104.7884783,49.6560614,113.3726918,86.13873984
AT1G44740,0,1.741066435,0,0,1.87579135,0.566839331
AT1G44750,620.8417873,437.9193775,473.0990542,541.0922065,403.7024192,488.0151323
AT1G44760,323.4243682,452.0744157,430.7567564,152.434581,254.7698026,223.4086209
AT1G44770,298.4910151,621.434331,550.2978841,625.3728203,823.8347759,692.0027535
AT1G44780,55.5006944,42.34659592,47.0365595,43.81045716,49.85863502,37.4003907
AT1G44790,126.3443863,207.3683733,212.3268815,83.8755927,146.6781898,124.0951249
AT1G44800,583.2085112,734.6404626,1016.406992,2892.837037,2429.858362,2914.375261
AT1G44810,240.2268181,322.4499534,305.5811366,410.3054882,341.2945188,333.9637272
AT1G44820,611.2248354,715.7080985,723.8871491,694.3994385,714.0080611,731.7371142
AT1G44830,415.377321,477.9126784,422.234065,167.8396888,249.1209108,270.2450352
AT1G44835,206.9557619,239.7949022,216.7115707,171.1796324,166.978062,182.0071126
AT1G44890,16.96522202,42.595878,41.55914814,13.00886719,26.24278009,24.37639356
AT1G44900,444.8381676,323.6073792,312.625565,211.2071041,211.9471092,221.9060296
AT1G44910,455.8461156,309.958337,362.5395243,422.6703549,373.8707781,428.3267453
AT1G44920,579.6177865,698.8201751,672.9652939,313.9224595,398.8569658,429.1063355
AT1G44960,161.4609476,150.36775,148.2892607,128.4580638,150.5728103,153.0625529
AT1G44970,267.3704936,305.5757817,262.9975987,223.3617027,291.1885197,322.6518052
AT1G44990,0.475542549,1.028586381,0,3.452858777,0,1.125243759
AT1G45000,1300.520239,964.8873242,829.558852,640.3976971,814.6224729,850.4768285
AT1G45010,267.2109116,256.3004575,184.3805113,44.12670737,98.62400029,87.32313495
AT1G45015,28.15475193,52.7773986,65.89690677,103.4131664,150.0704314,146.4365967
AT1G45050,278.4099488,402.6677847,375.9791487,276.5075561,302.5493636,334.5044682
AT1G45063,0.564645019,7.790512616,9.779006975,6.476068358,5.465518603,2.219896124
AT1G45100,0,0.865644322,4.058563936,4.873333282,4.988213202,0.56705103
AT1G45110,28.52780406,34.6596788,24.37343614,22.74763964,18.7148629,18.14446575
AT1G45130,1994.854846,1787.202318,1599.71173,1820.337513,1643.540531,1755.82276
AT1G45145,275.9382035,320.4647296,481.1056625,542.7865982,558.819872,516.0842059
AT1G45150,168.2125186,146.287108,143.6922232,200.3270883,162.2608893,196.8426076
AT1G45160,494.2617233,600.0473158,592.4464603,697.6869964,765.5525636,719.050224
AT1G45163,20.60372342,113.5351555,125.2855432,40.77262627,118.1830847,69.66826424
AT1G45165,20.80346254,111.5620855,89.15961904,35.24288493,116.2751499,76.34423074
AT1G45170,102.2906478,135.9046516,157.5689194,64.1898917,103.1260599,88.8435732
AT1G45180,149.5405914,155.8998937,155.0465447,101.1921903,146.5819809,130.2929174
AT1G45191,30.20984384,30.74669014,28.47003852,8.476528808,10.15791674,11.47237724
AT1G45201,271.5449548,528.7066675,414.2903999,86.49470467,185.2892772,128.0088253
AT1G45207,189.7123026,185.8543577,175.1515754,98.89036671,126.1185307,104.2971313
AT1G45229,5.265597966,3.810308421,10.27049874,3.523930575,7.719025843,6.547169339
AT1G45230,527.2133547,532.3414855,489.9197485,370.7596111,301.1101446,362.914784
AT1G45231,53.40418368,40.53614664,51.77343565,38.95170153,47.92420312,38.56869592
AT1G45233,91.76104589,115.0075294,78.65822777,83.63706079,104.0737565,87.33197838
AT1G45243,0.542283906,0,1.648186043,0.815412711,1.885712684,1.699247585
AT1G45248,12.21789194,31.67982352,32.98468182,6.638752362,33.4465419,16.99533773
AT1G45249,251.4416796,425.5651235,443.9847847,188.615743,335.0412626,265.636402
AT1G45332,398.7508362,351.9267048,349.9809156,370.1665127,352.9785452,374.0221003
AT1G45474,227.0242774,365.5624725,333.7182202,111.5902368,200.1658679,126.9014599
AT1G45545,20.70602036,49.24818433,50.26997751,42.68453379,42.54117745,31.82514493
AT1G45616,3.314891711,13.73681111,18.5277935,19.45403319,22.35539054,9.644990838
AT1G45688,1672.13335,1882.622191,1683.61299,1239.988165,1595.753638,1421.660204
AT1G45976,334.3836683,281.6492433,334.0973256,656.9448974,359.8977472,507.3697382
AT1G46264,126.9169427,116.7490618,130.568953,132.3610247,126.5153133,128.7287329
AT1G46408,0,2.636652811,0.823180267,1.630386067,2.512807483,2.832312941
AT1G46480,13.25386627,17.46162048,23.50390882,31.12843166,23.46579502,18.66556885
AT1G46554,158.556007,148.644318,133.542794,131.0852135,156.0286327,154.1344097
AT1G46696,2.201213542,2.588985716,6.475317453,13.79744703,6.225799698,3.970150757
AT1G46768,174.0685804,222.4718266,283.0248811,335.1015307,269.13471,278.4456246
AT1G46840,1.097407324,1.732601378,6.498256021,5.686604554,2.495042489,1.134045589
AT1G46912,0.471853856,0,1.830834444,8.156621659,3.669719161,3.640387927
AT1G46984,1.639776202,3.482876315,1.632223525,1.626747442,3.126647849,2.267324881
AT1G47056,166.8223303,203.5382892,186.0566272,236.9547819,196.6735919,210.4265961
AT1G47128,5461.950487,6564.494834,6254.220201,4767.719787,6071.314131,5312.780832
AT1G47130,0,2.093867726,0,1.747196986,1.370072111,1.125783638
AT1G47200,561.2558763,592.0028555,553.93935,647.8818073,460.2511368,426.1766445
AT1G47210,544.8426569,394.530224,335.8551965,220.0223925,226.7460854,247.4755907
AT1G47230,150.4974028,129.7718789,106.2777403,95.82876954,129.6565525,120.7864286
AT1G47240,231.8710882,213.7890933,197.2976209,254.7787341,238.3187842,231.4194324
AT1G47250,252.9775256,370.0508976,303.7454481,140.6333277,284.8181285,222.7998132
AT1G47260,1537.422943,1380.281915,1258.696821,907.2794794,1130.159665,1093.214943
AT1G47265,2.145912802,5.356651611,6.681396178,9.818063988,6.330165889,3.960790574
AT1G47270,290.780229,366.5365999,415.5284114,313.3038025,327.3597446,290.3380071
AT1G47271,0.542788189,5.27306303,6.585162357,4.89110478,15.70469341,10.76282374
AT1G47278,149.7483878,139.0135836,124.2137204,74.60254271,99.02915846,108.2279603
AT1G47280,1.074583729,0.890950873,2.500805696,0.81777757,1.264763468,1.131844326
AT1G47290,288.8197791,365.555509,327.2264623,292.6014579,334.7388924,345.7518118
AT1G47310,429.5262732,299.6976328,246.2431976,651.8533112,303.3161335,455.4094853
AT1G47330,276.8209088,336.4544212,338.373187,355.520381,489.3969151,465.1143574
AT1G47340,64.67563969,74.03381831,65.66089333,55.07102743,67.64925754,49.53864983
AT1G47350,0,5.188945843,5.677010834,2.436103779,1.869702047,2.835431121
AT1G47380,295.4315221,252.3323782,228.6240693,158.184144,241.311635,213.8496894
AT1G47390,1.093184134,0.870719079,2.448335288,0.813373721,5.627966129,2.834156101
AT1G47395,13.0334844,13.17378495,24.67900873,33.41720416,43.95866011,35.12244162
AT1G47400,4.336130414,5.283143589,4.947590756,10.60203935,6.28775215,7.36307416
AT1G47410,34.27491312,24.75891976,32.39987884,48.16466929,54.65401432,46.89355056
AT1G47420,1556.795332,1452.234619,1526.007771,1570.592101,1284.372543,1444.861105
AT1G47480,309.8647234,364.0634626,365.7211766,604.8420936,356.6923507,416.679578
AT1G47490,745.709197,756.7596774,805.1637032,657.5136217,624.4077984,646.1270836
AT1G47497,1.651735696,1.760601481,0.824961588,19.70441194,9.611662567,0.571788663
AT1G47500,628.1344893,554.133673,606.1528459,470.9522804,454.3104762,508.0779668
AT1G47510,3.350876207,4.99103018,7.916822294,4.570982247,12.47325647,7.092072854
AT1G47530,1246.466044,1261.265417,1267.494902,1197.159285,973.2849246,1050.73439
AT1G47540,11.09260632,13.46189195,15.93577999,13.03889947,6.956806595,7.862010641
AT1G47550,1029.348112,898.3569186,794.3173902,890.47564,869.4924924,876.4190311
AT1G47560,46.95000834,20.61148526,19.33879398,32.42582373,27.94847463,35.17516871
AT1G47570,1056.173496,554.3459053,518.6129275,637.3281154,292.5768811,518.3836127
AT1G47578,7.609349666,5.26352304,7.395927891,4.88899918,5.648680981,5.098821979
AT1G47580,66.90819669,87.62993524,63.21267363,38.28722331,75.27557937,63.4567884
AT1G47600,6.041210552,6.897483116,5.766169613,6.48385984,54.09713934,24.91575805
AT1G47603,1.097181603,0.866535243,4.874912365,7.311830098,7.486130111,3.96908883
AT1G47610,60.84668433,68.52577326,81.32480551,43.88179516,68.65729735,56.69747314
AT1G47620,7.703767358,10.35678856,7.285282517,15.42098437,19.92336654,10.77606642
AT1G47640,505.0195962,402.5993932,354.5661248,306.5420192,351.8264307,391.1488377
AT1G47655,14.71650743,38.45484662,56.50621741,55.35904584,79.5627809,58.36891174
AT1G47657,0,0,2.443145519,1.625845418,0.624621998,1.133836195
AT1G47660,0.542971991,3.513785736,4.936809217,14.67173817,6.908536431,3.398893645
AT1G47670,256.0739734,279.3489015,342.0860736,549.337056,645.3154804,657.3833487
AT1G47710,598.3323942,467.8103482,438.6583675,409.8224494,356.1082405,477.2446461
AT1G47720,50.81265356,63.59627995,57.15589201,50.43563135,50.66495838,48.74574628
AT1G47730,1.094237802,0.869610758,3.260605665,6.504989105,3.749621995,1.700638555
AT1G47740,797.104292,1081.234655,944.589647,691.3414993,921.1884502,829.7107968
AT1G47750,201.245352,235.7865132,234.8615359,227.0918675,169.7097738,205.1522273
AT1G47760,16.27680422,30.77681641,22.23645412,13.04468468,25.1344116,15.86038105
AT1G47765,0,5.219476682,0.815413136,8.945110507,5.000352335,1.700599119
AT1G47790,4.923643964,0.869710206,0.815237595,24.39438329,5.624750258,11.90437902
AT1G47800,0,0,2.445974487,6.5053508,3.750047575,0.56687081
AT1G47810,0,1.743719908,0.817100093,5.695412339,1.877198948,1.700344007
AT1G47820,73.37518985,53.18726966,52.67491704,43.55872105,31.47597135,49.03828626
AT1G47830,254.9730296,254.4762721,190.0953867,165.2863601,176.7180989,194.3663504
AT1G47840,266.3945563,153.6871249,156.715885,276.8579762,179.9967088,202.2808856
AT1G47870,189.4846053,155.4640776,189.1751881,108.765897,137.8691375,179.3851368
AT1G47890,6.628469853,12.881587,23.36671659,19.4552738,28.56889838,10.21217557
AT1G47900,689.67183,712.8840031,657.3106181,511.8282758,541.7378367,483.0063509
AT1G47920,2.736551637,1.738418063,1.629606544,2.439098397,4.373561802,1.13379397
AT1G47960,94.62321798,120.884621,164.9643673,315.6202281,152.6310607,288.8794966
AT1G47970,271.6258349,347.413447,406.2947226,236.5480336,330.3895099,262.4868781
AT1G47980,126.9584895,68.68001882,26.89303508,55.28866516,99.35125915,71.42815322
AT1G47990,7.117775592,12.16273943,11.40188356,12.19399125,10.61884142,11.90523966
AT1G48000,2.724330018,6.120648387,4.915685669,5.69935711,16.29214639,12.46675373
AT1G48020,1.624674868,0.881521943,1.650922681,1.631519,0.629122993,1.699035663
AT1G48030,1099.694653,826.8993694,891.8446672,739.9705662,846.5660466,738.2125878
AT1G48040,138.6575744,151.9142658,126.2895365,137.168847,110.8290491,143.490931
AT1G48050,252.3081229,255.042191,297.2025673,244.0666671,234.5033023,277.5260763
AT1G48060,4.364324133,4.364716114,5.726268163,5.697112591,5.63503842,5.667338137
AT1G48070,13.1247336,3.354140645,0.784498484,12.51635001,2.974340539,13.30101197
AT1G48090,2834.375446,2247.74445,2320.592966,2794.054397,2306.201169,2630.700201
AT1G48100,54.50302297,88.83939664,121.3501352,22.72213068,24.89636663,32.89671239
AT1G48110,614.4119479,656.6099354,576.2869604,758.5202523,794.1001625,793.9832818
AT1G48120,158.7852917,153.3996642,144.7547455,153.1312017,160.6879084,125.399404
AT1G48130,3305.433576,598.9239889,387.2792678,2382.267694,966.7226566,1571.692387
AT1G48140,121.2312663,151.7522944,159.440642,144.4186994,149.7941238,127.9862521
AT1G48150,1.090235104,6.99073889,4.912901366,2.442222815,5.011458416,1.133388509
AT1G48160,344.0345601,338.060729,295.6543966,236.8481501,285.3611979,296.1593722
AT1G48170,121.3571904,119.2706325,133.0077848,91.0945628,102.5464733,120.1694263
AT1G48175,56.48085323,68.61029488,65.23342513,36.95517143,50.93141039,64.25949323
AT1G48180,1.516923502,3.248464732,2.282742874,3.706900956,2.327434089,1.052098334
AT1G48200,87.77194444,90.74199336,92.40018369,35.88831071,74.84359472,74.76074281
AT1G48210,529.5056773,562.5659444,571.895591,610.7751209,601.7077003,652.0964685
AT1G48220,0,1.73948725,1.63053311,0.81315366,1.249968192,1.700621211
AT1G48230,634.626165,627.3859373,546.2164685,375.8525049,497.467348,456.5351769
AT1G48240,189.3546049,296.0938947,257.2520552,161.6161854,254.6970736,205.3863855
AT1G48260,28.75956557,166.283043,119.5786382,36.99471541,141.3468471,95.09726945
AT1G48270,84.94274689,99.7814062,81.20242801,66.21977904,75.58556565,76.53606029
AT1G48280,226.9507504,143.9324928,144.7106183,241.7838826,90.83786148,155.9833557
AT1G48300,1356.345473,1652.188643,1728.025885,3668.308537,3048.835524,3154.804324
AT1G48310,109.6132574,79.7407972,79.06533952,89.10230847,92.42354429,85.05463702
AT1G48315,127.5659413,199.7258365,175.3886649,97.12722821,150.9468597,119.4659917
AT1G48320,129.7352691,206.5093888,219.7612064,109.2322982,150.1301442,157.4781115
AT1G48325,0,0,0.850135913,2.465487613,3.833986526,1.695069372
AT1G48330,58.22231101,178.6925459,141.1494048,45.61436184,132.9603237,87.82321602
AT1G48350,3081.261289,3129.974762,2901.14322,1796.911202,1766.8046,1873.741481
AT1G48355,245.774599,325.3887572,267.7318982,138.0065836,160.7475661,165.9554511
AT1G48360,123.8848169,98.38648649,82.06522627,107.8342547,96.45276265,102.6310317
AT1G48370,224.3769229,191.7988621,181.504865,235.9225591,181.2011766,216.1989291
AT1G48380,136.6401986,151.738407,147.6096365,95.99118022,135.0356145,133.9489495
AT1G48390,24.13977095,16.5468796,19.61982312,19.27954853,24.1435149,18.2483566
AT1G48400,7.476973753,6.041670626,6.402091267,16.75489147,12.03672464,11.03954713
AT1G48405,14.68959907,11.38934705,6.566194779,8.960353988,10.66286627,11.33188622
AT1G48410,3273.898443,2653.710027,2773.386279,3223.87912,2599.350836,3081.320357
AT1G48420,664.7487634,662.5736282,656.1982098,838.4358813,656.41766,790.5944209
AT1G48430,242.1434046,392.0852958,403.5084308,427.7932953,453.2237349,423.8564522
AT1G48440,507.2025393,497.8247489,476.1305177,254.3858528,365.7486644,390.8385318
AT1G48450,733.9092365,883.0349117,831.351784,823.0802603,766.0686146,773.7810056
AT1G48460,147.4966362,133.3391488,138.9587942,81.42496231,89.60333955,83.50695439
AT1G48470,113.4459127,26.89764831,35.7924975,43.88487897,21.84863058,38.55354323
AT1G48480,611.9339345,833.2987917,821.2998816,710.3589737,848.9549116,695.501457
AT1G48490,843.7810522,1038.352678,866.4191913,1720.666707,1353.42396,1526.52632
AT1G48500,32.83287912,44.96328564,45.69325795,53.435626,68.40075154,78.26963888
AT1G48510,9.605085576,6.624156115,11.95432899,14.17665692,22.22542623,13.72859392
AT1G48520,554.519405,727.3475418,662.1744754,200.5206842,384.4936344,300.8170948
AT1G48530,2.175937242,11.39146667,17.23922607,2.443843568,10.03656038,1.133159856
AT1G48540,403.998284,376.5270232,363.8272327,442.7101921,423.5305325,423.4950519
AT1G48550,132.9590259,182.4991248,181.2209701,141.502609,197.413345,209.9068785
AT1G48560,76.10729395,72.28549441,61.35366238,70.5611424,46.00577976,53.8905102
AT1G48570,407.5652972,362.5012209,344.1419651,341.3009898,265.8512345,321.1105923
AT1G48580,49.53232756,38.47007904,29.29627806,28.33416487,26.14424557,29.8782342
AT1G48590,1.630168305,0.970791617,0,1.636856589,0.691784829,1.692657331
AT1G48600,1076.812812,987.2693098,1239.84391,2514.084396,1825.67427,1982.366926
AT1G48605,39.73661287,35.89583519,31.16984159,49.6811693,40.75619054,37.96358632
AT1G48610,189.1030475,206.9245263,195.3463916,163.8250776,165.3431431,132.0462415
AT1G48620,1731.158615,1880.214635,2116.71898,3159.357683,2205.009157,2350.69724
AT1G48630,808.2627183,603.7897341,631.9342523,466.2974693,469.6833395,474.5992085
AT1G48635,205.1203386,151.1620554,160.3994736,135.5698908,151.3554529,147.4540018
AT1G48640,10.43905589,17.29615731,17.84172029,15.42858571,15.58070361,19.84804252
AT1G48650,769.9780185,804.0635267,734.4100511,699.2644452,638.4939378,676.9183895
AT1G48660,473.3132225,432.9460718,466.1415125,252.1943332,159.8003925,237.9463288
AT1G48670,15.94729514,12.91888901,15.34878465,10.5355939,28.59161998,16.99396286
AT1G48690,17.47903764,31.37415735,25.32055444,38.2368708,69.4424129,37.97539242
AT1G48698,1.713173763,27.44646338,23.97231895,8.994132015,32.72129545,17.93181882
AT1G48700,1.382073212,3.450416412,6.046299706,3.536026208,4.109200655,3.264070638
AT1G48720,1.622613771,9.713130067,15.70850383,22.85047304,15.74118398,6.795334378
AT1G48725,0,2.716600467,0.846084264,2.462474878,0.637389206,1.130468778
AT1G48740,14.97530751,3.416725871,7.912370192,4.774854951,10.70152768,9.380267809
AT1G48745,25.02397703,48.19287412,41.04436603,36.65732816,40.14550945,47.02625483
AT1G48750,411.7776897,225.4474848,291.4173459,1947.486457,526.9468333,887.4053027
AT1G48760,889.7251404,688.3148547,743.2852998,2474.508534,1031.267739,1386.629449
AT1G48770,33.66957273,51.26465722,42.14621917,54.347205,40.92421787,46.1741885
AT1G48780,28.99677665,22.76863407,35.61744426,33.36690175,37.4769348,31.93837914
AT1G48790,622.1203635,710.7309317,685.2773605,754.4789427,785.6378918,895.0862427
AT1G48800,2.753731874,1.724172405,2.425877403,12.17107432,0.622254236,6.239233792
AT1G48820,2.751359865,6.904478414,8.904177758,4.058146978,4.9808247,4.53729314
AT1G48830,1044.366261,1017.799568,1038.409759,757.3253344,821.8379212,775.1654976
AT1G48840,385.1757638,230.4474473,258.9536978,417.6102741,275.9288116,315.9841643
AT1G48850,670.4794991,979.2878575,1031.829158,476.4952882,835.155391,705.5220348
AT1G48860,695.5755075,665.1657255,745.7216229,736.0903303,683.7661405,638.7882308
AT1G48870,25.21917045,29.64271491,20.31120336,23.51215479,29.69392837,17.42208485
AT1G48880,65.04125793,74.921274,69.47298496,81.11918083,70.89926171,66.93457841
AT1G48900,757.5334281,558.9153507,591.3830053,566.4311067,493.5719676,625.0372881
AT1G48910,0.547700789,1.736782462,0,0.812847558,3.122521375,4.535459803
AT1G48920,1819.056649,1346.101892,1460.708129,2633.591675,1391.115694,1942.147697
AT1G48930,204.4700195,210.156425,340.950952,203.6168546,398.6834194,325.5937887
AT1G48950,428.8717492,320.3135753,325.5165318,351.2354214,308.4550876,410.119351
AT1G48953,1.077178364,2.66419484,4.986679423,9.805981629,7.576627658,3.962350381
AT1G48960,116.0144689,97.10269219,115.5699648,152.2717851,131.6214957,134.8631881
AT1G48970,267.8553904,303.9997181,302.2026707,365.3857725,339.9020913,303.0230817
AT1G48980,0,0.889561368,3.98481999,1.598012714,3.677660707,1.752443962
AT1G48990,70.29030266,9.717391176,11.57937657,28.56603683,21.41258741,35.67439638
AT1G49000,7.664195981,13.0339772,16.29126025,32.51880215,38.10646749,27.77854224
AT1G49005,1.08246943,0,1.652144985,4.895481403,1.258738077,1.132626402
AT1G49010,206.1614958,184.7000911,163.4143656,88.56931605,121.6913588,103.1915887
AT1G49015,0,1.771386247,3.31625934,1.633340025,0,0.566156661
AT1G49030,2.183424196,2.616822473,5.722212004,4.882339773,9.388189079,10.76850048
AT1G49032,425.4461527,393.5197362,337.9352912,606.4353167,422.7774476,545.1800862
AT1G49040,1018.145819,799.1921285,855.4291326,806.43142,785.5844191,795.9635912
AT1G49050,266.0586489,278.8194703,297.4355406,425.3285734,422.1348258,458.5479402
AT1G49100,8.830240151,12.0365266,17.74518641,19.46074356,24.85662888,19.85556526
AT1G49110,1.087938158,2.628898057,2.46283144,0.814621773,3.136482474,2.832892339
AT1G49120,1.636000825,8.733827429,12.27628376,14.65148819,6.888973882,3.967001424
AT1G49130,532.740152,1266.073623,1125.092435,825.9910821,1197.060905,1024.735875
AT1G49140,898.3495395,755.605756,730.2513301,656.2517802,667.5173957,713.7723021
AT1G49150,2.706876316,1.763843289,4.954841242,8.974313058,3.775572781,5.663271254
AT1G49160,37.08172575,62.579026,64.32387954,111.6562381,123.6206355,103.3034681
AT1G49170,57.69059706,71.80681172,70.55601776,104.254263,45.14998916,77.0593021
AT1G49180,51.59065909,58.81148872,55.68474361,42.25851075,49.06361472,50.34447725
AT1G49190,0.792705441,0,6.572031819,7.901064879,6.307155508,2.462532047
AT1G49200,139.9970024,207.2936966,179.4753491,70.02601351,119.0766193,103.6984737
AT1G49205,80.03408795,90.08965904,61.1945745,26.11635704,45.34011859,37.93994682
AT1G49210,14.68214071,14.90388215,14.78321314,8.147103548,30.74439766,24.92866677
AT1G49220,2.708901612,5.286226415,3.300170866,2.446961411,0,3.398202701
AT1G49230,20.71998016,32.32074501,30.28633479,34.18822269,49.4795595,43.06979649
AT1G49240,9290.707844,12215.28552,10758.68259,14859.38942,14092.46471,15543.38513
AT1G49245,1610.265675,729.7752946,1102.692019,381.1107069,659.4465857,1029.588204
AT1G49260,0,1.742011004,1.63271982,8.134382227,4.378016402,0.566818712
AT1G49270,2.206014909,12.90807516,16.95292629,32.44187435,23.00284658,7.374492659
AT1G49290,0,1.736283048,4.069390056,4.876745467,10.61506473,10.2049793
AT1G49300,470.9278197,623.5116248,643.6113928,493.564917,622.2429304,609.9664184
AT1G49310,26.48772274,63.6251135,71.9788381,115.0889787,189.5939584,154.0192902
AT1G49320,47.09876897,35.60753003,41.52258004,82.91241935,86.18576112,75.40152852
AT1G49330,1.094190592,5.217961987,4.075971876,13.01015745,4.374682005,2.267509446
AT1G49340,1881.33998,1828.353511,1774.853297,1537.509971,1676.648262,1626.309197
AT1G49350,94.98437651,86.5597283,92.53060702,64.97691703,69.83310585,70.88163147
AT1G49360,169.2647053,203.7840919,181.259492,209.8969977,213.2772777,193.8052542
AT1G49380,387.8816704,464.4195709,426.7462089,299.3697016,268.1213338,225.1872772
AT1G49390,31.5542764,37.49110969,29.52540563,50.33906267,32.91359936,39.60447443
AT1G49400,162.1694086,149.7648165,155.9000995,93.66912752,153.6461197,122.3871091
AT1G49405,5.999311729,7.859328257,10.6380495,19.53465177,15.02943899,10.76767897
AT1G49410,317.5718381,360.2097984,323.3051739,159.8540455,274.1740613,225.9864125
AT1G49430,820.9427507,797.8786471,700.2873546,271.2563001,399.2207608,378.666657
AT1G49450,13.77367781,19.81852893,23.4398025,38.94288074,44.16958304,39.13821609
AT1G49470,62.46106827,139.7425665,266.0884266,390.9332917,547.5578364,519.3270092
AT1G49475,36.56305348,19.19650404,30.25540577,26.04125631,23.16137563,24.93701212
AT1G49480,669.8350605,701.1936167,658.0297889,983.9866302,678.0850964,855.0674114
AT1G49490,103.2026855,144.3229725,164.0464507,143.5603803,115.1294736,118.5047845
AT1G49500,427.5682613,1371.626152,1148.820393,934.1721149,1774.832563,1413.147702
AT1G49510,228.8824502,374.2056556,343.5383974,166.9003995,251.9951578,215.6584255
AT1G49520,78.57772522,57.93235201,51.89508678,75.51575806,57.3321957,66.34990214
AT1G49530,24.10031163,26.04963091,35.81747893,65.83936257,38.09323981,39.11855073
AT1G49540,260.5834333,233.6951195,201.5189645,384.1844033,201.3795139,248.963349
AT1G49560,115.3617185,125.5239122,115.4271607,98.88347744,98.47119298,99.79312898
AT1G49570,468.3716547,414.576546,1157.329226,2357.788153,1278.750706,1945.005674
AT1G49580,711.3193753,829.7424887,827.6336696,1454.28614,1191.305519,1209.399634
AT1G49590,172.9942176,172.8896818,145.1452407,137.6941988,148.5884467,156.0643074
AT1G49600,5015.508931,4618.440863,4426.572767,7775.049523,4143.03446,5927.720371
AT1G49610,3.276849362,2.61500998,1.633871095,3.254350656,1.876997583,2.267158614
AT1G49620,41.84537275,43.16580166,52.02683091,54.13303619,37.58120403,31.07712189
AT1G49630,139.1960756,509.2378668,501.0537922,66.00525156,296.3296194,169.309867
AT1G49640,3.286724597,5.209260332,4.883624501,8.940871078,6.244399201,5.66940326
AT1G49650,349.687611,667.5073749,640.5262381,414.247779,508.2102585,419.0467728
AT1G49660,1139.931928,1592.322518,1566.852525,1298.056913,1596.08095,1244.999645
AT1G49670,801.6253601,604.1128771,623.4103329,421.677714,546.5823985,510.7229993
AT1G49700,168.5494904,1388.853158,1224.826361,116.8303783,596.0641702,356.9432014
