genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT5G20020,2387.574254,0.295087131,0.091596552,3.221596506,0.001274785,0.006565116
AT1G11890,785.0210829,0.294977401,0.078478182,3.758718581,0.000170786,0.001196368
AT1G65980,5546.944031,0.294354335,0.071791152,4.100147797,4.13E-05,0.00034933
AT3G14230,1221.609731,0.294327237,0.065624033,4.485052563,7.29E-06,7.80E-05
AT1G69840,971.1466908,0.293564445,0.094528811,3.105555235,0.001899221,0.009097721
AT3G04930,875.7922854,0.292870287,0.072156717,4.058808388,4.93E-05,0.000409338
AT1G35516,1303.876353,0.292438711,0.08513413,3.435034921,0.000592477,0.003441153
AT1G22040,626.2443067,0.292075293,0.090975243,3.210492052,0.001325079,0.006779469
AT5G51290,899.4169612,0.292051533,0.077192432,3.783421814,0.000154687,0.00109736
AT5G27540,1500.71416,0.29154514,0.065202413,4.471385772,7.77E-06,8.27E-05
AT2G02570,2364.80822,0.290633194,0.080769323,3.598311614,0.00032029,0.002041793
AT3G57300,2747.416381,0.290574245,0.091074295,3.190518727,0.001420176,0.007148524
AT1G78420,996.7526889,0.289228655,0.071576488,4.04083327,5.33E-05,0.000436154
AT2G23780,1006.853973,0.288757379,0.085150918,3.391124666,0.000696064,0.003929898
AT5G08300,1095.775695,0.288297466,0.090718185,3.177945709,0.001483225,0.007413913
AT3G52990,4357.387976,0.287790301,0.068833033,4.180991116,2.90E-05,0.000258429
AT2G43980,464.9434209,0.28767805,0.093627694,3.072574348,0.00212221,0.009996421
AT3G24770,999.1302197,0.286866478,0.080752257,3.552426748,0.000381695,0.002369481
AT3G02130,1038.159527,0.286292628,0.092385688,3.098885066,0.001942504,0.009270968
AT5G45010,883.0459894,0.285159994,0.088203615,3.232973987,0.001225087,0.006360852
AT5G37720,1143.811809,0.284893519,0.06866756,4.148880784,3.34E-05,0.000291726
AT4G10790,2040.126137,0.284772534,0.091651522,3.107122797,0.001889179,0.009068137
AT5G60980,1105.712232,0.284115887,0.091229267,3.114306365,0.001843779,0.008875648
AT1G80040,1766.175052,0.283819755,0.088798108,3.196236523,0.001392329,0.007039081
AT1G17780,592.7873695,0.283728214,0.090679605,3.1289088,0.001754568,0.008523748
AT4G38240,616.8676853,0.283018121,0.088733636,3.189524669,0.00142507,0.00716138
AT4G12560,1756.645327,0.282896919,0.08833072,3.202701386,0.001361451,0.00691534
AT4G22000,665.2366782,0.282699622,0.078134845,3.618099245,0.000296775,0.001911633
AT2G36680,636.3029744,0.282603651,0.085488913,3.305734515,0.000947278,0.005129896
AT2G03620,369.3011012,0.282229044,0.087985738,3.207668084,0.001338158,0.006822309
AT2G31840,2148.670953,0.281709119,0.073960442,3.808916099,0.000139577,0.001005948
AT1G18500,2704.225768,0.281068548,0.06830972,4.114620102,3.88E-05,0.000330807
AT3G21790,1422.698696,0.279901001,0.089456995,3.128888929,0.001754686,0.008523748
AT4G23430,1471.83297,0.279586577,0.067958014,4.114107528,3.89E-05,0.000331041
AT5G08400,642.267219,0.279230931,0.081377524,3.431302867,0.00060069,0.00348023
AT2G17790,1100.808109,0.278398072,0.080631313,3.452728975,0.000554946,0.003254602
AT1G52380,893.5252449,0.277859507,0.071743806,3.872940712,0.00010753,0.000807784
AT5G46150,579.5227417,0.277445444,0.083557159,3.320426965,0.000898799,0.004895385
AT2G04900,681.7780967,0.277063966,0.072814624,3.805059351,0.00014177,0.001019294
AT1G06210,1025.625338,0.276385664,0.072185732,3.82881291,0.000128763,0.000940478
AT1G07980,563.9377014,0.274096717,0.085453498,3.207554107,0.001338689,0.006822309
AT5G06160,760.8204185,0.273798547,0.081999919,3.339009994,0.000840775,0.004625547
AT3G24170,3790.018944,0.273440733,0.079027872,3.460054365,0.000540066,0.003181657
AT3G52240,672.1564709,0.272519924,0.084922061,3.20905922,0.001331701,0.006799994
AT5G58950,6217.046808,0.27243111,0.06199301,4.394545612,1.11E-05,0.000113191
AT4G07990,642.9748201,0.272066148,0.08455181,3.217744828,0.001292027,0.006645156
AT1G75370,3153.915949,0.27204895,0.0885367,3.072725203,0.002121137,0.009993377
AT4G17890,1118.14089,0.271647323,0.078832951,3.44586012,0.000569245,0.003325156
AT1G56450,2013.269919,0.271341375,0.069077583,3.928067004,8.56E-05,0.000663028
AT1G63880,2715.247434,0.271300363,0.076579087,3.542747406,0.000395982,0.002445224
AT1G75510,722.3308325,0.271177867,0.081307637,3.335207811,0.000852357,0.004680478
AT5G41685,773.5807142,0.27093082,0.077748478,3.484708993,0.000492673,0.00294386
AT3G58730,3701.870341,0.269977953,0.064934361,4.157705541,3.21E-05,0.000282139
AT1G20100,1422.095229,0.26967845,0.084500711,3.191434095,0.001415684,0.007138895
AT2G47070,6035.519089,0.268983509,0.062802473,4.283008224,1.84E-05,0.000175618
AT1G53750,3970.900209,0.268815671,0.082648192,3.252529361,0.001143828,0.006002656
AT2G19480,3793.50426,0.267628613,0.075387161,3.550055614,0.00038515,0.002387766
AT4G04800,457.6923419,0.265771177,0.085193316,3.119624755,0.001810816,0.008747489
AT5G13420,1042.827922,0.265062844,0.078535986,3.375049557,0.000738024,0.00413791
AT1G31340,1753.520015,0.263900145,0.0689471,3.827574269,0.000129412,0.000944046
AT2G39340,2099.937663,0.263643219,0.062705844,4.204444114,2.62E-05,0.000236814
AT5G58140,15618.97833,0.262818705,0.056439482,4.656646336,3.21E-06,3.77E-05
AT2G34780,842.1026616,0.262469624,0.08503938,3.086447986,0.002025634,0.009612948
AT1G32360,1149.540081,0.261822463,0.072790284,3.596942453,0.00032198,0.002050337
AT1G76580,1349.483387,0.261766935,0.071444222,3.663934316,0.000248371,0.001640746
AT3G66654,763.9497284,0.261550896,0.072379051,3.613627028,0.000301943,0.001939068
AT2G31490,1527.070656,0.261416849,0.061371549,4.259577205,2.05E-05,0.00019191
AT4G31040,3099.116571,0.261197784,0.065679349,3.976863164,6.98E-05,0.000554224
AT4G02860,650.148637,0.260956934,0.077286946,3.376468449,0.000734228,0.004121553
AT3G06860,1955.773169,0.260806971,0.07767393,3.357715668,0.000785894,0.004372853
AT1G04013,982.5058373,0.260613277,0.081512122,3.197233367,0.001387526,0.007019338
AT5G43320,3506.372199,0.260375272,0.054091515,4.813606564,1.48E-06,1.95E-05
AT5G22070,1234.067332,0.259711444,0.082941306,3.131267835,0.001740533,0.008472547
AT3G56800,2531.18617,0.259500512,0.068871183,3.76791133,0.000164619,0.00115836
AT4G11410,719.6497779,0.258877548,0.081974405,3.158028984,0.001588398,0.007849282
AT3G10800,788.0956262,0.257394219,0.080268837,3.206651899,0.001342894,0.006839281
AT5G66860,665.5736263,0.255985889,0.075667956,3.383015799,0.000716945,0.00403516
AT1G70490,4435.05264,0.254797952,0.068495377,3.719929176,0.000199279,0.00136021
AT1G17290,5754.095602,0.254535502,0.063185312,4.02839667,5.62E-05,0.000457322
AT4G16420,1272.028392,0.254514573,0.066774171,3.811572188,0.000138086,0.00099862
AT1G20020,48295.75658,0.2539214,0.070667974,3.593160876,0.000326691,0.002074141
AT1G65540,2029.332154,0.253435383,0.075586181,3.352932772,0.000799601,0.004432297
AT1G66410,3145.292676,0.250617712,0.068743919,3.645671003,0.000266695,0.001744713
AT3G18420,1188.125562,0.250404777,0.069039341,3.626986768,0.000286748,0.00185879
AT5G12350,1370.057199,0.248376686,0.078301617,3.172050529,0.001513667,0.00753716
AT5G22280,794.8521313,0.248068786,0.07956558,3.117790197,0.001822125,0.008794873
AT3G54670,1374.19356,0.248040413,0.080624165,3.076502091,0.002094448,0.009882084
AT5G16780,1905.409858,0.247454749,0.079232391,3.123151341,0.001789257,0.008665232
AT3G05910,2650.381292,0.246830594,0.075836502,3.254772943,0.001134831,0.005963518
AT3G51880,2995.282481,0.246531305,0.079181389,3.113500649,0.001848821,0.008896266
AT3G23980,1227.853361,0.246143814,0.064784805,3.799406585,0.000145043,0.001040266
AT3G56850,529.556413,0.246136933,0.079604299,3.092005548,0.001988091,0.009463508
AT1G16470,1342.637815,0.245422032,0.07605356,3.226963101,0.001251116,0.006474497
AT4G00720,2207.113563,0.244768299,0.074932227,3.266529092,0.001088746,0.005758765
AT2G32850,994.2286146,0.242506647,0.070836269,3.42348139,0.000618245,0.003567839
AT5G27840,990.9854965,0.242177947,0.074703388,3.241860275,0.001187522,0.006195987
AT5G62190,3099.65546,0.240131935,0.07640886,3.142723692,0.001673838,0.008204078
AT3G23600,4149.640503,0.239496618,0.058952134,4.062560654,4.85E-05,0.000404242
AT2G24360,2343.111138,0.239086601,0.072642448,3.291279527,0.000997328,0.005348805
AT5G22450,1578.336341,0.238781311,0.076161097,3.135213643,0.00171729,0.008385509
AT3G01130,704.8685803,0.238065325,0.070384478,3.382355467,0.000718671,0.004042933
AT5G04550,2230.334623,0.236186375,0.073454775,3.215398508,0.001302635,0.006688083
AT5G35690,1457.357947,0.234631902,0.075205184,3.119890016,0.001809186,0.008743217
AT5G48300,15426.1791,0.234399272,0.060801285,3.85516971,0.000115649,0.000856433
AT2G27730,2234.453261,0.23421188,0.072632127,3.224631981,0.001261347,0.006513536
AT2G25610,931.9500628,0.231187746,0.070546805,3.27708314,0.001048855,0.005580488
AT4G22220,4400.276942,0.230215072,0.073116214,3.148618615,0.001640441,0.008070751
AT1G13120,736.1690264,0.228862872,0.074089216,3.089017303,0.002008197,0.009541786
AT1G70660,1069.868981,0.227188928,0.069943391,3.248182942,0.001161446,0.006082936
AT4G23630,5678.007677,0.22568643,0.06321357,3.570221224,0.00035668,0.002237885
AT2G04755,2009.560009,0.22545195,0.062285358,3.619662094,0.000294988,0.001901691
AT2G04280,2028.300828,0.224937414,0.06149957,3.657544528,0.000254643,0.001677097
AT1G30000,757.5066552,0.222283085,0.070821655,3.138631594,0.001697387,0.008305616
AT3G27230,1060.87154,0.221298551,0.067187065,3.293767185,0.000988543,0.005314288
AT1G23230,1284.543225,0.220698257,0.071793331,3.074077419,0.002111546,0.00995419
AT3G22845,881.0443429,0.220645482,0.071517775,3.085183794,0.002034264,0.009642198
AT5G43960,1608.319474,0.219899576,0.069700094,3.154939442,0.001605314,0.007916197
AT2G02160,2722.010968,0.215207406,0.068357515,3.148262584,0.001642441,0.008078894
AT4G29160,1945.967639,0.214879925,0.058920381,3.646954083,0.000265367,0.001738181
AT4G15470,2430.389263,0.21315168,0.068353832,3.118357449,0.001818621,0.008781576
AT4G10920,1505.286049,0.199275207,0.062759074,3.17524134,0.001497119,0.007470625
AT2G14045,1292.143511,0.196167345,0.061356669,3.197164195,0.001387859,0.007019508
AT3G23490,1937.601585,0.171532671,0.054359622,3.155516238,0.001602143,0.007905879
AT3G52880,9933.089053,-0.154291971,0.044984714,-3.429875563,0.000603858,0.003495997
AT2G20190,2348.46193,-0.156098467,0.049260145,-3.16885924,0.001530385,0.007605874
AT3G46010,3376.125653,-0.160446244,0.049219544,-3.259807611,0.001114878,0.005873144
AT1G04690,3210.876633,-0.170150197,0.05496803,-3.095439251,0.001965216,0.009366027
AT1G20960,4768.998098,-0.175112641,0.048926703,-3.579081192,0.000344804,0.002176183
AT2G41790,2641.451643,-0.179062122,0.051176382,-3.498921107,0.000467145,0.002812405
AT1G19715,4515.260775,-0.179952113,0.053295921,-3.376470652,0.000734222,0.004121553
AT4G29220,3469.355629,-0.180504515,0.050144611,-3.599679228,0.00031861,0.002031637
AT5G23040,3313.866616,-0.184405633,0.058046734,-3.176847692,0.001488852,0.0074357
AT1G30400,5702.528672,-0.184953211,0.052511342,-3.522157386,0.00042805,0.002611838
AT5G53300,6919.050276,-0.18626289,0.059954277,-3.106749007,0.001891569,0.009072291
AT2G45810,2218.205089,-0.187647029,0.056955617,-3.294618504,0.000985554,0.005303853
AT1G02890,2513.036733,-0.188540891,0.05839071,-3.22895355,0.001242441,0.006435283
AT5G12120,1730.49591,-0.189741714,0.060009351,-3.161869113,0.0015676,0.007761225
AT5G14720,3074.346662,-0.196085544,0.056719279,-3.457123375,0.000545975,0.003213237
AT4G00570,1677.367536,-0.198048741,0.061902257,-3.19937837,0.001377243,0.006977852
AT5G56290,2096.440477,-0.198971682,0.058371266,-3.408726532,0.000652669,0.003727969
AT4G33670,1622.922399,-0.202462275,0.064831429,-3.122903141,0.001790767,0.008668494
AT1G80410,2338.67844,-0.202600332,0.059507713,-3.404606289,0.000662595,0.003773733
AT1G12410,4641.349355,-0.203585586,0.055094532,-3.695204915,0.00021971,0.001479554
AT2G07050,3177.08776,-0.205093762,0.064875141,-3.161361314,0.001570336,0.007772499
AT5G10540,3880.358588,-0.205546639,0.062532454,-3.2870394,0.001012467,0.005411436
AT3G54440,3111.415554,-0.207657099,0.055951737,-3.711361055,0.000206148,0.001399958
AT4G09670,2322.779083,-0.207933795,0.062458204,-3.329167031,0.000871061,0.004770903
AT5G14260,7574.001391,-0.208265265,0.067576564,-3.081915588,0.002056732,0.009734919
AT5G09670,1589.832037,-0.209827393,0.061639739,-3.404092827,0.000663842,0.003777987
AT1G76140,1663.422803,-0.213537755,0.069409642,-3.07648546,0.002094565,0.009882084
AT1G06290,1526.11059,-0.216512868,0.059378294,-3.64633026,0.000266012,0.001741703
AT5G23140,817.2804375,-0.216642759,0.069279038,-3.127104028,0.001765374,0.008565271
AT1G79090,1519.530518,-0.218220144,0.063655123,-3.428163105,0.00060768,0.003514263
AT1G10390,2368.267687,-0.21833961,0.052455549,-4.162373937,3.15E-05,0.000277485
AT4G26300,1758.485214,-0.218673935,0.068212252,-3.20578677,0.001346938,0.006856898
AT1G63690,2628.118321,-0.218873321,0.071057059,-3.080247391,0.002068287,0.009781718
AT1G62850,923.026603,-0.219010397,0.067854427,-3.227650835,0.001248112,0.006461805
AT3G47000,1049.306481,-0.219579929,0.07044606,-3.116993768,0.001827054,0.008813226
AT2G20990,7988.00917,-0.220944746,0.065528793,-3.371720081,0.000747003,0.00418026
AT3G17900,897.4687817,-0.221401441,0.071643178,-3.090335267,0.001999307,0.009507247
AT4G16990,8458.59437,-0.221949563,0.070831884,-3.133469726,0.001727527,0.008424974
AT1G03000,1298.363573,-0.222399101,0.060035277,-3.704473634,0.00021183,0.001430891
AT4G38430,2237.452981,-0.223525432,0.056341032,-3.96736486,7.27E-05,0.000573476
AT3G17850,2060.387297,-0.223756565,0.067043337,-3.337491448,0.000845383,0.004648716
AT5G06130,2045.336439,-0.224340421,0.064328311,-3.487429079,0.000487688,0.00291705
AT5G11480,2773.925488,-0.225072358,0.069590821,-3.234224778,0.001219734,0.006334461
AT3G58140,4066.719204,-0.225424563,0.061208989,-3.682866972,0.000230626,0.001542744
AT1G01960,2586.604461,-0.225493537,0.058900463,-3.828383084,0.000128988,0.000941535
AT1G51690,2430.390236,-0.225624515,0.058890074,-3.831282618,0.000127477,0.000932247
AT5G47570,1767.769606,-0.226144614,0.071666717,-3.155504033,0.001602211,0.007905879
AT4G17040,5759.666255,-0.226284619,0.060296957,-3.752836463,0.000174845,0.001220428
AT4G34480,1580.100756,-0.226994155,0.070179446,-3.234482015,0.001218636,0.006333166
AT5G42220,1540.099205,-0.229896165,0.073415842,-3.131424506,0.001739605,0.008469786
AT4G13020,1904.465395,-0.230579337,0.069920477,-3.297736889,0.000974674,0.00525495
AT1G73060,4030.858907,-0.230933586,0.073362214,-3.147854619,0.001644735,0.008086785
AT1G07440,2912.904485,-0.231392513,0.07435944,-3.111810877,0.001859436,0.008943673
AT5G59420,1476.447871,-0.233333948,0.063154329,-3.69466276,0.000220179,0.001482162
AT5G14540,975.0496017,-0.236034037,0.075423745,-3.129439367,0.001751402,0.008511321
AT1G25570,975.6007153,-0.236427896,0.074541479,-3.171762892,0.001515167,0.007543027
AT2G21280,2059.5152,-0.236881583,0.07128992,-3.322792096,0.000891213,0.004864182
AT4G02725,2509.523979,-0.237746777,0.072361334,-3.285549934,0.001017835,0.005436412
AT3G06650,3216.452695,-0.238530464,0.067735595,-3.521493595,0.000429123,0.002615903
AT3G10160,1976.790473,-0.238816648,0.073500337,-3.249191202,0.001157337,0.006066834
AT1G50200,7335.963414,-0.239804588,0.073847922,-3.247276062,0.001165153,0.006099629
AT5G01020,1436.956465,-0.239903978,0.061443174,-3.904485455,9.44E-05,0.000723954
AT5G50280,946.6105181,-0.239913778,0.070652751,-3.39567499,0.000684596,0.003876904
AT4G20850,7732.630082,-0.240061422,0.065251218,-3.679033597,0.000234119,0.001563886
AT1G64150,1587.182212,-0.240222315,0.067604556,-3.553345063,0.000380365,0.002363101
AT4G33680,3400.079834,-0.240756666,0.075817123,-3.175491953,0.001495827,0.007465764
AT4G00030,909.8118394,-0.241369536,0.076776123,-3.143809929,0.001667637,0.008180526
AT1G64550,1875.303507,-0.241871746,0.0758125,-3.19039399,0.00142079,0.007149062
AT3G13740,1370.195127,-0.242614589,0.07721038,-3.142253543,0.001676528,0.008213831
AT3G61080,1947.105666,-0.242651312,0.07502403,-3.234314554,0.001219351,0.006333872
AT1G14270,2099.459851,-0.242888839,0.068269359,-3.557801664,0.000373972,0.00232646
AT2G31810,1138.782252,-0.242900783,0.066433504,-3.656299443,0.000255882,0.001683369
AT2G22990,14169.93559,-0.243919472,0.064459898,-3.78404993,0.000154297,0.001095241
AT1G24340,965.3358697,-0.24438506,0.076862934,-3.179491699,0.001475336,0.007383921
AT5G35750,1052.393831,-0.244719472,0.073376909,-3.335101931,0.000852681,0.004681165
AT3G45780,12993.88555,-0.245309719,0.066152096,-3.70826831,0.000208681,0.001413285
AT5G60920,3831.131021,-0.246621153,0.053091614,-4.645199781,3.40E-06,3.98E-05
AT1G54360,904.5027244,-0.247018045,0.06825266,-3.619170975,0.000295548,0.00190478
AT2G45770,1716.909237,-0.24714175,0.078941863,-3.13068047,0.001744018,0.008485987
AT4G27610,581.8739991,-0.247142887,0.078885985,-3.132912505,0.00173081,0.008439229
AT1G80600,3680.487787,-0.249364411,0.066920268,-3.726291263,0.000194318,0.001331776
AT2G48060,1853.712719,-0.250659008,0.076961374,-3.256945606,0.00112618,0.005924698
AT3G15110,1709.716056,-0.251769779,0.081675937,-3.082545326,0.002052385,0.00972023
AT3G49500,1124.94237,-0.252889838,0.077484821,-3.263733897,0.001099544,0.005808018
AT3G12120,19465.70096,-0.25388141,0.079569097,-3.190703667,0.001419268,0.007146004
AT1G08460,735.6414574,-0.254655531,0.078630523,-3.238634568,0.001201033,0.006255349
AT5G39830,3105.517194,-0.255319499,0.079182234,-3.22445435,0.00126213,0.006514245
AT5G61510,761.5011536,-0.255516448,0.070761687,-3.610943395,0.000305085,0.001954963
AT5G04900,1323.508782,-0.255533825,0.067068889,-3.810020237,0.000138955,0.001002437
AT1G21160,1349.895641,-0.256250532,0.069378351,-3.69352293,0.000221169,0.001487544
AT4G03080,1958.481823,-0.256325002,0.078928553,-3.247557352,0.001164002,0.006094963
AT2G29210,1580.161924,-0.256848172,0.075160952,-3.41730864,0.000632435,0.003634528
AT5G42390,12348.14582,-0.258170954,0.083501738,-3.091803361,0.001989446,0.009468035
AT5G48910,736.2423227,-0.258506476,0.073017357,-3.540342805,0.000399608,0.002466315
AT3G30300,2110.008966,-0.259886345,0.080647112,-3.222512737,0.001270715,0.006549908
AT3G05350,2478.269979,-0.259887711,0.055977699,-4.642700869,3.44E-06,4.02E-05
AT3G18520,909.0477966,-0.261038125,0.081450172,-3.204881211,0.001351182,0.00687403
AT1G33680,1682.561205,-0.262284693,0.070344791,-3.728558849,0.000192578,0.001321782
AT1G30270,1228.67391,-0.262286232,0.074653695,-3.513372426,0.000442457,0.002684154
AT4G38120,1089.270833,-0.262454263,0.083778679,-3.1327095,0.001732008,0.008443313
AT1G44920,2850.70329,-0.262967858,0.08341573,-3.152497253,0.001618803,0.007976008
AT1G69420,1268.887941,-0.26303832,0.072504048,-3.62791219,0.000285722,0.001853678
AT4G36140,776.0584046,-0.263132992,0.084335683,-3.120067135,0.001808098,0.008741564
AT3G26720,1348.05308,-0.26327348,0.069500103,-3.788102019,0.000151803,0.001081478
AT1G20830,690.1627766,-0.263758737,0.083960539,-3.141460736,0.001681073,0.008230943
AT2G30170,1689.667945,-0.264136305,0.076671187,-3.445053046,0.000570947,0.00333344
AT2G30950,44014.21547,-0.264200449,0.082809056,-3.190477736,0.001420378,0.007148524
AT5G66055,3126.023578,-0.264829812,0.060581457,-4.371466534,1.23E-05,0.000124119
AT4G37270,2837.52639,-0.265011798,0.068691103,-3.858022164,0.000114308,0.000847841
AT4G17600,5362.819071,-0.265182546,0.081877968,-3.238753388,0.001200533,0.006255349
AT1G17160,556.8713389,-0.266020708,0.086436639,-3.077638284,0.00208648,0.009855834
AT1G27090,3319.168368,-0.266165445,0.057020563,-4.667885214,3.04E-06,3.59E-05
AT3G51510,4727.96774,-0.266178294,0.067038005,-3.970558098,7.17E-05,0.00056737
AT5G02710,1214.120023,-0.266844385,0.064525447,-4.135490716,3.54E-05,0.000306757
AT1G15180,1285.53319,-0.267518815,0.083035618,-3.221735726,0.001274166,0.006563368
AT3G05680,1547.753853,-0.26797129,0.078313955,-3.421756554,0.00062218,0.003586136
AT3G16290,3522.682611,-0.268047063,0.079115699,-3.388038873,0.000703943,0.003969601
AT5G03940,5844.489141,-0.268702958,0.078459498,-3.424734583,0.0006154,0.003553172
AT4G16130,981.5750997,-0.268779058,0.08331129,-3.226202073,0.001254448,0.006486014
AT1G12230,1825.928377,-0.269046136,0.066086556,-4.071117516,4.68E-05,0.000391481
AT2G17340,2160.073742,-0.269501117,0.073130331,-3.685216719,0.000228508,0.0015312
AT2G13440,1391.683067,-0.270078864,0.070880345,-3.810349156,0.000138771,0.001001412
AT2G21370,2253.079743,-0.270316057,0.087199311,-3.09997928,0.001935342,0.009248079
AT1G27510,1928.288839,-0.270403043,0.073555895,-3.676157361,0.000236774,0.001578916
AT3G09210,3158.124538,-0.270511125,0.078832538,-3.431465368,0.00060033,0.003479005
AT3G09300,885.6766356,-0.270535369,0.073266126,-3.692502733,0.000222058,0.001491388
AT1G80790,1522.067228,-0.270941098,0.075130542,-3.606271057,0.000310629,0.001986685
AT5G04560,1834.245162,-0.271544415,0.074076356,-3.665736658,0.000246628,0.001633481
AT5G62670,1380.263591,-0.272060831,0.081208381,-3.350157073,0.000807657,0.004471669
AT3G57890,1585.667835,-0.272465402,0.05819964,-4.681565051,2.85E-06,3.40E-05
AT1G55370,1441.415492,-0.272618225,0.083971445,-3.246558696,0.001168094,0.00611093
AT2G30110,4455.301414,-0.273131871,0.067346699,-4.055608892,5.00E-05,0.000414103
AT3G60240,4414.913372,-0.273879302,0.055354567,-4.947727257,7.51E-07,1.06E-05
AT2G23610,1278.945933,-0.274126679,0.066712244,-4.109090939,3.97E-05,0.000337511
AT4G13780,1709.045774,-0.274131115,0.058000523,-4.72635595,2.29E-06,2.81E-05
AT1G42960,3947.589142,-0.274487031,0.085405034,-3.213944409,0.00130925,0.006716064
AT4G33350,1359.356678,-0.274514913,0.087956289,-3.121037914,0.001802148,0.008721788
AT2G42270,2202.934708,-0.275088687,0.082139124,-3.349057957,0.000810868,0.004487328
AT5G06340,1829.199828,-0.27575051,0.083878399,-3.287503275,0.0010108,0.00540376
AT2G16800,712.9814586,-0.276070848,0.072688289,-3.798009988,0.000145862,0.001044234
AT5G64380,1312.892682,-0.277013488,0.074245735,-3.731035705,0.000190694,0.001314238
AT1G27480,1565.378972,-0.277343983,0.08564924,-3.238137117,0.00120313,0.006263699
AT5G21326,1810.897771,-0.277404163,0.08666216,-3.200983708,0.001369593,0.006948098
AT2G26340,2219.716253,-0.277649248,0.070230972,-3.953373259,7.71E-05,0.000603274
AT1G03140,1253.803809,-0.278450197,0.056067576,-4.966331998,6.82E-07,9.77E-06
AT4G30200,1491.557403,-0.278619168,0.086963555,-3.2038613,0.001355978,0.006895435
AT4G08280,1036.585342,-0.279052367,0.069590366,-4.009928154,6.07E-05,0.000489509
AT5G40650,525.9156886,-0.279227733,0.078116858,-3.57448753,0.000350915,0.002209332
AT1G33240,1709.27451,-0.279369652,0.074569793,-3.746418517,0.000179377,0.00124909
AT4G37200,2181.617796,-0.279500636,0.090771608,-3.079163646,0.002075826,0.009813415
AT5G57345,9940.989686,-0.280231393,0.07759986,-3.611235827,0.000304741,0.001953293
AT5G22640,7108.835843,-0.280428104,0.072604131,-3.862426264,0.000112266,0.000835868
AT5G47770,1556.170768,-0.280695352,0.080967394,-3.466770241,0.000526752,0.003115741
AT4G00420,428.9864556,-0.281286892,0.086022068,-3.269938729,0.001075708,0.005705241
AT4G15110,3661.083741,-0.281408981,0.079534483,-3.538200925,0.000402863,0.002482489
AT3G56650,1658.36856,-0.281588023,0.081138086,-3.470478978,0.000519531,0.003078022
AT5G01650,1389.986093,-0.282023639,0.082428116,-3.421449549,0.000622883,0.003588695
AT1G17850,1032.919041,-0.283718785,0.091970092,-3.084902693,0.002036188,0.009649365
AT4G31530,2983.181468,-0.283906025,0.086611505,-3.27792507,0.001045732,0.005565133
AT4G35920,1251.924762,-0.285139413,0.090735195,-3.142544762,0.001674861,0.008207379
AT2G23820,745.391211,-0.28524358,0.092020996,-3.099766259,0.001936734,0.009252847
AT5G18830,790.3968019,-0.285569102,0.081697438,-3.495447463,0.000473268,0.002840211
AT5G32450,867.3401822,-0.285835388,0.082802155,-3.452028355,0.000556389,0.003261434
AT1G71440,563.1271929,-0.285975201,0.087958599,-3.251247778,0.001148997,0.006027157
AT1G13110,1679.481447,-0.286441566,0.092944796,-3.081846197,0.002057211,0.009735224
AT4G18240,5863.175098,-0.286511584,0.059619817,-4.805643458,1.54E-06,2.02E-05
AT1G53730,699.1751895,-0.286710126,0.081273797,-3.527706781,0.000419176,0.002568166
AT3G21430,736.6089085,-0.286977587,0.088125003,-3.256483145,0.001128016,0.005933027
AT1G26190,443.8300776,-0.287276808,0.090626095,-3.169912696,0.001524847,0.007583604
AT2G39190,3917.211854,-0.28730236,0.074444428,-3.859286302,0.000113719,0.000844803
AT3G16630,1479.689893,-0.287378357,0.079219112,-3.627639202,0.000286025,0.001855126
AT1G60160,1375.683992,-0.28765537,0.081733279,-3.51943998,0.000432459,0.002633037
AT4G13940,13370.96262,-0.288079496,0.070605978,-4.080100637,4.50E-05,0.000378004
AT4G33470,1568.935371,-0.288519972,0.080809438,-3.570374693,0.000356471,0.002237177
AT5G16715,3602.536954,-0.289685005,0.086819032,-3.336653253,0.000847937,0.004659479
AT3G13490,1954.703432,-0.289902483,0.066839864,-4.337269181,1.44E-05,0.000141399
AT4G31200,571.7383518,-0.290895653,0.087547177,-3.322730241,0.000891411,0.004864182
AT5G23200,340.3985604,-0.290954107,0.091150769,-3.192009347,0.001412868,0.007127551
AT3G61600,1585.341643,-0.291126628,0.06481358,-4.491753524,7.06E-06,7.60E-05
AT5G13980,3189.786443,-0.291837168,0.086631705,-3.368710885,0.000755206,0.004221126
AT1G27385,1235.496665,-0.29212058,0.093415943,-3.127095564,0.001765425,0.008565271
AT4G24740,1697.804701,-0.292179464,0.066527598,-4.391853511,1.12E-05,0.000114434
AT1G74070,2979.751032,-0.292265829,0.090457859,-3.230961147,0.001233747,0.006401564
AT5G19620,1571.604827,-0.292321059,0.075362788,-3.878851425,0.000104951,0.000790434
AT3G54360,4232.367307,-0.292564596,0.061460324,-4.760218924,1.93E-06,2.44E-05
AT3G26300,1209.288335,-0.292685175,0.072037231,-4.062970917,4.85E-05,0.000403675
AT5G37020,1086.976126,-0.292801478,0.08580399,-3.412445932,0.000643827,0.003686444
AT3G52890,852.9999422,-0.292855421,0.090136261,-3.249030059,0.001157992,0.006067559
AT5G47840,4139.957483,-0.293223471,0.093792997,-3.126283185,0.00177031,0.008585273
AT2G28390,1025.503801,-0.293490774,0.071263696,-4.118377104,3.82E-05,0.000326338
AT2G44050,1703.87767,-0.293494085,0.088415422,-3.319489736,0.000901821,0.004907345
