genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT1G32990,6505.943077,-0.294393727,0.083553342,-3.52342253,0.000426012,0.002603244
AT5G35360,4093.031994,-0.294448325,0.084221915,-3.496101059,0.00047211,0.002836088
AT4G24750,2762.196038,-0.295161412,0.089734054,-3.289290941,0.001004401,0.005375679
AT1G65260,10275.21979,-0.295852561,0.087120971,-3.395882282,0.000684078,0.003876904
AT3G54280,2432.727425,-0.295921208,0.092366256,-3.203780493,0.001356358,0.006895876
AT2G41720,1355.49479,-0.296100905,0.082896109,-3.571951783,0.000354331,0.002228511
AT4G37300,4291.791503,-0.296381569,0.093651724,-3.164720919,0.001552318,0.007696936
AT1G05670,370.9533082,-0.29689888,0.091102809,-3.258943218,0.00111828,0.0058871
AT2G33050,529.1702705,-0.296956549,0.091527459,-3.244453127,0.001176764,0.00614806
AT1G66150,2689.043799,-0.298037782,0.068797297,-4.332114707,1.48E-05,0.000144078
AT5G08540,1761.292455,-0.298574528,0.08958256,-3.332953749,0.000859292,0.004713045
AT3G08740,5423.321209,-0.298665915,0.071413746,-4.182190862,2.89E-05,0.000257167
AT3G46610,863.6122145,-0.299358957,0.079471001,-3.766895509,0.00016529,0.001162384
AT2G23390,3015.871829,-0.299526165,0.085556527,-3.500915419,0.000463663,0.002796885
AT2G42220,15788.88192,-0.299998029,0.083438666,-3.595431769,0.000323854,0.002061153
AT5G52780,1037.942658,-0.300479347,0.073647499,-4.079966753,4.50E-05,0.000378086
AT2G19880,470.4130803,-0.30068083,0.093108172,-3.229370981,0.001240628,0.006427316
AT1G44000,4028.156353,-0.300978962,0.088973762,-3.382783362,0.000717552,0.004037608
AT5G02250,1323.150299,-0.301320972,0.079004026,-3.813995134,0.000136738,0.000990096
AT5G59250,2889.282539,-0.301499773,0.069841362,-4.316922879,1.58E-05,0.000153586
AT3G29185,2859.85532,-0.302043526,0.079249214,-3.811312573,0.000138231,0.000998746
AT2G45340,1737.675802,-0.302424459,0.088958779,-3.399602196,0.00067484,0.003831279
AT5G22830,2445.121412,-0.302507753,0.081510916,-3.711254475,0.000206235,0.001399958
AT4G12460,1597.255731,-0.303568568,0.092661312,-3.276109113,0.001052479,0.005594694
AT1G73170,3473.687796,-0.30371778,0.081827599,-3.71167899,0.000205889,0.001399502
AT5G09410,1972.912206,-0.303898159,0.08919226,-3.407225675,0.000656268,0.003745793
AT3G59110,971.5229652,-0.303960333,0.075720484,-4.014241794,5.96E-05,0.00048147
AT1G55540,809.6701972,-0.304054475,0.085131538,-3.571584425,0.000354828,0.002230443
AT3G06480,1057.954101,-0.304655836,0.070795783,-4.303304857,1.68E-05,0.000161937
AT5G53860,2726.624968,-0.30475062,0.075907655,-4.014754768,5.95E-05,0.000481143
AT4G31560,1653.213624,-0.304799935,0.092974639,-3.278312657,0.001044297,0.005558758
AT1G63770,12739.27153,-0.304975059,0.078842984,-3.868131872,0.000109672,0.000819416
AT5G16400,4780.2939,-0.305005425,0.088895536,-3.431054456,0.00060124,0.003482558
AT4G38225,2481.645858,-0.305462399,0.079682634,-3.833487715,0.000126339,0.000924791
AT1G19720,5574.392936,-0.305520211,0.068085456,-4.487305091,7.21E-06,7.74E-05
AT1G08520,9094.362585,-0.305633645,0.093496854,-3.26891901,0.001079592,0.005719374
AT3G61260,3228.714968,-0.305731427,0.095310473,-3.207742188,0.001337814,0.006822297
AT3G02730,15362.84459,-0.306054538,0.098526875,-3.106305149,0.001894411,0.009080242
AT2G41700,1482.28269,-0.306493183,0.066324777,-4.621096352,3.82E-06,4.40E-05
AT4G14870,1568.164583,-0.3070526,0.081745315,-3.756210389,0.000172506,0.001206614
AT1G52230,41802.38719,-0.307145809,0.097005896,-3.166259186,0.001544131,0.007659584
AT2G35690,444.8209387,-0.30720701,0.0900702,-3.41075083,0.000647843,0.003706722
AT1G78630,10910.83579,-0.307920924,0.08308833,-3.705946732,0.000210603,0.001423418
AT1G33810,1607.543524,-0.308402964,0.097837618,-3.152192078,0.001620496,0.007982672
AT5G66850,1115.589295,-0.308598339,0.078970545,-3.907765087,9.32E-05,0.000714684
AT2G47940,6374.66504,-0.308635203,0.064625124,-4.775777345,1.79E-06,2.29E-05
AT4G35300,3436.84523,-0.309021922,0.086036885,-3.591737668,0.00032848,0.002081559
AT3G26900,2662.542866,-0.309920509,0.064087136,-4.835923813,1.33E-06,1.77E-05
AT2G44255,515.3153473,-0.310302069,0.099145047,-3.129778817,0.00174938,0.008504988
AT3G19340,1496.544695,-0.311093114,0.096407682,-3.226849866,0.001251611,0.006475631
AT5G56730,576.8700087,-0.311392896,0.094467413,-3.296299589,0.000979675,0.005275847
AT2G37920,1220.73531,-0.311697761,0.098597238,-3.161323457,0.00157054,0.007772499
AT5G16390,1630.383665,-0.312043815,0.090320046,-3.454867765,0.000550563,0.003233746
AT4G05180,82921.83924,-0.312323708,0.087557535,-3.567068291,0.000360997,0.002260137
AT1G07110,4909.86339,-0.312664235,0.094985634,-3.291700246,0.000995837,0.005343254
AT5G57040,7600.798068,-0.313032264,0.081237763,-3.853285133,0.000116544,0.000862783
AT5G65620,5398.393199,-0.313465953,0.090878723,-3.449277725,0.000562088,0.00329155
AT1G31780,788.7130288,-0.313569808,0.088062576,-3.56076123,0.000369781,0.002304059
AT1G73110,1632.477126,-0.313617331,0.084464298,-3.713016466,0.000204804,0.001392652
AT3G13120,7390.695063,-0.314460141,0.100612404,-3.125460975,0.001775266,0.008603834
AT1G12310,893.9691593,-0.314726348,0.076966528,-4.089132718,4.33E-05,0.000364497
AT5G54290,2611.196844,-0.314922826,0.096504824,-3.263285831,0.001101284,0.005811974
AT3G22420,1499.651102,-0.315868968,0.087003947,-3.630513071,0.000282858,0.00183713
AT3G63410,14138.05371,-0.315871273,0.07931053,-3.982715421,6.81E-05,0.000543136
AT3G24430,5773.704631,-0.31606564,0.092924377,-3.401321074,0.00067061,0.003811881
AT2G21170,15573.62898,-0.316388923,0.067136187,-4.712643602,2.45E-06,2.99E-05
AT1G72030,1725.476995,-0.316588919,0.098665873,-3.208697284,0.001333378,0.006804115
AT1G64355,1538.999796,-0.316637541,0.081520555,-3.884143568,0.000102691,0.00077741
AT1G26218,710.3397626,-0.316881842,0.08314681,-3.811112441,0.000138343,0.000998939
AT2G42070,845.4821279,-0.316943564,0.087762396,-3.611382315,0.000304569,0.001952724
AT1G35680,8654.42616,-0.317430229,0.092537819,-3.430275664,0.000602968,0.003491708
AT4G16957,364.1056881,-0.317524443,0.102833713,-3.087746564,0.002016804,0.009574919
AT5G41870,568.4902067,-0.31761159,0.101142485,-3.140239132,0.0016881,0.00826362
AT3G12020,1237.210723,-0.317669623,0.083255024,-3.815621073,0.000135841,0.00098451
AT4G25130,6730.295768,-0.317956292,0.068965857,-4.610343486,4.02E-06,4.61E-05
AT1G53910,1550.122029,-0.318145542,0.101637589,-3.130195687,0.001746899,0.008496479
AT2G36910,3621.389091,-0.318816922,0.070812102,-4.502294282,6.72E-06,7.27E-05
AT1G17220,19548.08196,-0.319303327,0.094656564,-3.373282447,0.000742777,0.004159588
AT5G07120,660.2238559,-0.319748472,0.081888278,-3.904691605,9.43E-05,0.000723574
AT1G31410,659.8905959,-0.32085162,0.086212006,-3.72165822,0.000197919,0.001352109
AT2G42590,7745.816864,-0.320965053,0.081937213,-3.917207367,8.96E-05,0.000689963
AT3G46100,1518.291707,-0.321192035,0.095198791,-3.373908751,0.000741089,0.004152118
AT2G44260,510.1718854,-0.321698417,0.098572224,-3.263580802,0.001100138,0.005809849
AT4G14910,1000.749543,-0.321765688,0.085858872,-3.747611425,0.000178527,0.001243905
AT1G01970,1042.482641,-0.322362605,0.090812416,-3.549763564,0.000385577,0.002389153
AT2G20860,4605.375594,-0.322398031,0.078729195,-4.095025098,4.22E-05,0.00035622
AT5G47820,1605.726947,-0.322588569,0.077558471,-4.1592951,3.19E-05,0.000280725
AT5G16710,5984.209087,-0.323526431,0.063004437,-5.13497852,2.82E-07,4.39E-06
AT2G47170,4516.867118,-0.323551297,0.083539244,-3.873045546,0.000107484,0.000807695
AT5G42030,2865.704886,-0.323618564,0.079110869,-4.090696611,4.30E-05,0.000362308
AT3G63520,12876.00084,-0.324041075,0.087398917,-3.707609742,0.000209225,0.00141533
AT3G08940,101981.0361,-0.324423219,0.088477478,-3.666732217,0.00024567,0.001628978
AT2G45270,897.1160393,-0.324568989,0.095667671,-3.3926716,0.000692146,0.003910598
AT1G29880,3509.045027,-0.324739264,0.081438186,-3.987555239,6.68E-05,0.000533084
AT4G18370,1481.614702,-0.324992812,0.09754112,-3.331854412,0.000862694,0.00472949
AT3G54500,9779.804507,-0.325677325,0.093491649,-3.48349109,0.00049492,0.002954276
AT1G48410,4270.048329,-0.325810681,0.074052197,-4.399743631,1.08E-05,0.000110851
AT3G14450,398.4571267,-0.326179631,0.099414493,-3.281006828,0.001034372,0.005510935
AT3G54210,12296.70908,-0.326207908,0.091459348,-3.566698392,0.000361507,0.002262364
AT1G26230,1352.280041,-0.326634581,0.105017252,-3.11029449,0.001869009,0.008987875
AT1G61520,195252.374,-0.327249522,0.099180886,-3.299522079,0.000968496,0.00522765
AT5G06460,1113.747712,-0.327280899,0.074572979,-4.388733054,1.14E-05,0.000115655
AT1G52240,6725.289926,-0.327473242,0.096642095,-3.388515565,0.00070272,0.003964614
AT2G31190,717.194935,-0.328340786,0.077514977,-4.235836732,2.28E-05,0.000210331
AT3G16130,7420.157241,-0.328349635,0.10594745,-3.099174505,0.001940607,0.0092638
AT2G03895,1724.599583,-0.328501896,0.102867329,-3.193452176,0.001405826,0.007093555
AT3G14660,4477.858202,-0.329147763,0.087885746,-3.745178016,0.000180266,0.001253789
AT5G08590,2252.221528,-0.329227737,0.085891553,-3.833063015,0.000126558,0.000926101
AT5G02860,1334.83345,-0.329396217,0.089196546,-3.692925684,0.000221689,0.001489335
AT1G52220,11288.96794,-0.329527992,0.090949313,-3.623204862,0.000290975,0.001878921
AT3G27160,8162.422928,-0.329566118,0.091449217,-3.603815654,0.00031358,0.002003918
AT1G30360,5003.602795,-0.329854573,0.103845774,-3.176388983,0.001491209,0.007444298
AT1G54780,23309.58125,-0.3305982,0.088509857,-3.735156876,0.000187598,0.001295566
AT5G16150,4718.652866,-0.330608051,0.101817487,-3.247065525,0.001166015,0.006101977
AT4G28030,2893.417406,-0.330784508,0.083231119,-3.974288853,7.06E-05,0.000559305
AT2G20830,921.2543929,-0.33096517,0.100161224,-3.304324327,0.000952056,0.005153076
AT3G29290,1441.254452,-0.33111325,0.105594928,-3.135692751,0.001714487,0.008375517
AT5G41480,418.8059707,-0.331193137,0.106178756,-3.119203405,0.001813407,0.008758204
AT4G26540,1603.389914,-0.331404297,0.107036465,-3.096181256,0.001960305,0.009346418
AT4G01150,36292.12058,-0.331435027,0.097569107,-3.396925896,0.000681474,0.003863334
AT5G54600,9838.178508,-0.331766533,0.079042682,-4.197308628,2.70E-05,0.000243049
AT1G01320,18138.71052,-0.331856083,0.097836485,-3.391946088,0.000693981,0.003919079
AT2G08420,7361.230623,-0.331886892,0.087977359,-3.772412535,0.000161677,0.001140049
AT5G64470,329.9271832,-0.331914478,0.09492019,-3.496774255,0.00047092,0.002830469
AT3G01780,1321.306055,-0.332691137,0.09516981,-3.495763397,0.000472708,0.002837577
AT2G35830,2755.609771,-0.332745572,0.104015529,-3.198998985,0.001379057,0.006985532
AT5G64200,824.9386149,-0.333001289,0.093498815,-3.561556235,0.000368663,0.002298925
AT4G03520,10173.5944,-0.333206379,0.062599487,-5.322829213,1.02E-07,1.77E-06
AT1G74960,5938.808752,-0.334207358,0.108603217,-3.077324653,0.002088677,0.009860253
AT1G54790,1071.315245,-0.33430851,0.081259639,-4.114078196,3.89E-05,0.000331041
AT5G20060,785.6055626,-0.334610694,0.10345304,-3.234421073,0.001218896,0.006333166
AT5G65220,10458.0713,-0.334689058,0.078580394,-4.25919292,2.05E-05,0.000192086
AT1G15060,1244.027993,-0.334778436,0.101396538,-3.301675209,0.000961093,0.005193666
AT1G51680,4180.696282,-0.335371084,0.101511263,-3.303782008,0.0009539,0.005160557
AT4G22756,440.9197421,-0.335618059,0.092012106,-3.647542404,0.000264761,0.001735447
AT1G79750,3622.881155,-0.335964434,0.069868623,-4.808516591,1.52E-06,1.99E-05
AT5G26910,801.3603682,-0.336204733,0.077371932,-4.345306144,1.39E-05,0.000137439
AT5G04740,1352.855038,-0.336288485,0.089048328,-3.776471633,0.000159066,0.001124342
AT1G18170,1370.183365,-0.336715842,0.079957179,-4.211202131,2.54E-05,0.000230997
AT1G15140,2579.452892,-0.336870571,0.090171203,-3.735899726,0.000187045,0.001292889
AT1G11180,442.777222,-0.336996336,0.092363442,-3.648590061,0.000263683,0.00172887
AT1G60710,2947.000369,-0.337014852,0.077456347,-4.351029496,1.35E-05,0.000134371
AT2G44770,631.1437812,-0.337056631,0.09310456,-3.620194678,0.000294381,0.001898303
AT3G13690,1910.123689,-0.337441304,0.102431209,-3.294321201,0.000986597,0.005307031
AT1G36160,5278.885633,-0.337774256,0.066178434,-5.103992876,3.33E-07,5.07E-06
AT5G05660,773.3875511,-0.338065134,0.091132147,-3.709614492,0.000207575,0.001406198
AT5G27560,1967.06445,-0.338116025,0.087629868,-3.85845641,0.000114105,0.00084714
AT4G16860,6357.247731,-0.338508912,0.09972956,-3.394268581,0.000688122,0.003889737
AT2G38025,1029.251334,-0.338551017,0.095326632,-3.551484092,0.000383065,0.002377356
AT3G10070,546.8506756,-0.338660331,0.098447457,-3.440010942,0.000581691,0.00338717
AT5G51120,2187.083406,-0.339304569,0.103943899,-3.264304799,0.00109733,0.005798939
AT2G43680,3519.248821,-0.3393788,0.100998936,-3.360221525,0.0007788,0.004342652
AT5G01530,143942.7378,-0.339569527,0.099034399,-3.42880382,0.000606248,0.003508099
AT3G24560,331.9047704,-0.340232758,0.098264317,-3.462424303,0.000535332,0.003158198
AT4G38200,1032.31534,-0.340275101,0.082134481,-4.142901967,3.43E-05,0.000298152
AT3G29240,3115.047638,-0.340300989,0.106509123,-3.195040756,0.001398111,0.007060021
AT1G12320,1105.570348,-0.340604934,0.069183008,-4.923245517,8.51E-07,1.19E-05
AT1G61100,939.9496641,-0.340637177,0.105300987,-3.234890627,0.001216893,0.006326712
AT2G09805,1183.718684,-0.340637624,0.082951983,-4.106443413,4.02E-05,0.000340686
AT3G24030,471.6022627,-0.340675609,0.107460148,-3.170250688,0.001523075,0.007577571
AT1G80210,426.0017866,-0.340833729,0.102151916,-3.336537797,0.000848289,0.004660323
AT5G58270,1877.027903,-0.341268969,0.08422981,-4.051641207,5.09E-05,0.000419227
AT2G21300,1706.899293,-0.34181678,0.096916268,-3.526928823,0.00042041,0.002574379
AT5G46420,5516.050649,-0.342354788,0.094225375,-3.633360834,0.000279753,0.001820998
AT5G54770,126101.2936,-0.34253547,0.085077645,-4.026151281,5.67E-05,0.000461068
AT3G02540,2498.071981,-0.342735286,0.05894255,-5.814734621,6.07E-09,1.35E-07
AT1G02150,3975.519452,-0.342924278,0.097291719,-3.524701615,0.00042396,0.002594087
AT4G26542,1225.168878,-0.342936538,0.105766016,-3.242407627,0.001185244,0.006185474
AT1G68890,3127.268059,-0.342948647,0.090549478,-3.787417154,0.000152221,0.001083977
AT5G18100,1298.156348,-0.343377025,0.067877305,-5.058789863,4.22E-07,6.29E-06
AT4G17740,1253.598768,-0.343401357,0.089693673,-3.828601813,0.000128873,0.000940992
AT3G22150,1881.275312,-0.343601741,0.107898275,-3.18449706,0.001450058,0.007271372
AT5G62810,2702.18141,-0.343758875,0.088539851,-3.882532802,0.000103374,0.000781571
AT5G13720,907.0907704,-0.343881839,0.095201057,-3.612164077,0.000303652,0.001948294
AT1G34630,232.5135145,-0.344080998,0.109306213,-3.14786314,0.001644687,0.008086785
AT4G04340,6182.925872,-0.344492806,0.080332686,-4.28832673,1.80E-05,0.00017205
AT5G21910,902.260587,-0.344525091,0.090105569,-3.823571555,0.000131532,0.000958319
AT1G68560,7022.376927,-0.344611367,0.088505072,-3.893690601,9.87E-05,0.000751063
AT3G25805,950.2646774,-0.344673963,0.107590851,-3.203562007,0.001357388,0.006899615
AT4G12800,104088.901,-0.345121007,0.098506688,-3.503528696,0.000459137,0.00277101
AT4G01995,1295.483076,-0.345187778,0.09118827,-3.785440585,0.000153436,0.00109113
AT1G79870,1372.467672,-0.345223986,0.104632104,-3.299407851,0.00096889,0.005228574
AT1G65960,12831.75245,-0.345556351,0.104698927,-3.300476515,0.000965208,0.005213501
AT3G01370,4368.920237,-0.345715849,0.076387219,-4.52583367,6.02E-06,6.57E-05
AT5G19855,2973.391238,-0.346390422,0.10815545,-3.202708887,0.001361415,0.00691534
AT5G03420,1504.570414,-0.346472641,0.091280339,-3.795698468,0.000147228,0.001052728
AT4G25170,1227.777722,-0.346563786,0.109176337,-3.174348915,0.00150173,0.007490448
AT5G10690,2108.787167,-0.346736202,0.09226372,-3.758099074,0.000171209,0.001198617
AT1G30610,1594.720232,-0.346790474,0.1094794,-3.167632208,0.001536858,0.007633192
AT4G26510,1771.000405,-0.347068631,0.096814116,-3.584896963,0.000337211,0.002131875
AT2G35500,1887.619192,-0.347162644,0.078343216,-4.43130446,9.37E-06,9.77E-05
AT3G48200,5711.568922,-0.347477666,0.086323285,-4.025306307,5.69E-05,0.000462566
AT1G79600,9821.331287,-0.347581624,0.105613115,-3.291083902,0.000998021,0.005350079
AT1G48350,6628.027602,-0.348383735,0.090145093,-3.864699926,0.000111226,0.000829174
AT5G21920,2449.654389,-0.348671328,0.103940407,-3.354531102,0.000794996,0.004412226
AT1G48760,1083.592546,-0.348939538,0.104687075,-3.333167332,0.000858633,0.00471053
AT1G47290,357.9278895,-0.34963202,0.103973681,-3.362697328,0.000771849,0.004307072
AT5G03370,652.0336553,-0.351294563,0.101478366,-3.461768038,0.000536639,0.003163852
AT4G18570,903.5138294,-0.351388323,0.099725704,-3.523548193,0.00042581,0.002602688
AT4G36750,445.0376339,-0.351543962,0.106290814,-3.307378596,0.000941735,0.00510199
AT4G22830,691.1065044,-0.351657924,0.097208285,-3.617571538,0.00029738,0.001914482
AT1G01090,4098.92633,-0.351708277,0.108596292,-3.238676667,0.001200856,0.006255349
AT1G07910,800.6380444,-0.351837125,0.090645725,-3.881453049,0.000103834,0.000784544
AT4G38160,1533.147666,-0.352054537,0.061418497,-5.732060445,9.92E-09,2.13E-07
AT4G38490,610.9883348,-0.352057986,0.076388063,-4.608808908,4.05E-06,4.64E-05
AT5G30510,16740.64875,-0.3521843,0.084415282,-4.172044336,3.02E-05,0.000267169
AT4G34290,1419.180872,-0.352308046,0.099084728,-3.555624107,0.000377083,0.002344572
AT1G80480,2996.071152,-0.352559154,0.093869248,-3.755853624,0.000172752,0.001207974
AT5G15390,714.0778027,-0.352693696,0.102950559,-3.425855073,0.000612867,0.003539418
AT5G64290,3684.812447,-0.352946835,0.114361231,-3.086245509,0.002027014,0.009617551
AT3G57560,721.1623743,-0.353032344,0.094843756,-3.722251828,0.000197454,0.001349719
AT5G22510,4321.273791,-0.35351829,0.087910698,-4.021334119,5.79E-05,0.000469786
AT1G14030,1739.483095,-0.353659754,0.084411062,-4.189732327,2.79E-05,0.000250193
AT4G27050,468.7489105,-0.353785541,0.109331433,-3.235899598,0.0012126,0.00630579
AT2G04842,4832.113008,-0.353863567,0.086417218,-4.09482713,4.22E-05,0.000356293
AT1G61350,579.1530246,-0.35423391,0.10436165,-3.394291964,0.000688063,0.003889737
AT5G63050,1353.854343,-0.35441252,0.065127695,-5.441809634,5.27E-08,9.77E-07
AT1G76490,5834.60401,-0.35470351,0.080824845,-4.388545509,1.14E-05,0.000115705
AT3G63130,1257.357642,-0.354959613,0.07401891,-4.795526098,1.62E-06,2.11E-05
AT4G09010,18174.69132,-0.355022592,0.093554717,-3.794812325,0.000147755,0.001055851
AT2G36490,2100.191643,-0.355100815,0.113816075,-3.119953089,0.001808798,0.008743147
AT1G72090,1146.176369,-0.355232944,0.065020541,-5.463395701,4.67E-08,8.76E-07
AT1G07993,2950.631035,-0.35524396,0.097809552,-3.631996601,0.000281237,0.001828696
AT3G16570,812.9925224,-0.355362274,0.110236019,-3.223649388,0.001265683,0.00652546
AT2G05710,8027.807446,-0.355458161,0.079936552,-4.446753745,8.72E-06,9.14E-05
AT2G38460,719.7946084,-0.35594484,0.114508175,-3.108466636,0.001880609,0.009032545
AT5G01220,2532.831586,-0.356151455,0.106087591,-3.357145292,0.000787517,0.004380437
AT5G08650,7702.176719,-0.356180354,0.113026375,-3.151302997,0.001625438,0.008003737
